rank,id,round,score,exact,under,over,extremeOver,totalOnsets,parameters
67,r012-0022-9ecd48ac,12,308,7,2,0,0,113,"{""relativeReattackFactor"":3.406941,""relativeReattackMinDelta"":0.01142,""relativeFluxFactor"":1.530834,""spectralNoveltyRatio"":3.769836,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.521302,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.066596,""analyzeIntervalMs"":41}"
68,r012-0023-67e6f07a,12,308,7,2,0,0,113,"{""relativeReattackFactor"":3.530493,""relativeReattackMinDelta"":0.011784,""relativeFluxFactor"":1.460947,""spectralNoveltyRatio"":3.158708,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.521117,""cooldownOverrideMinFlux"":0.029969,""cooldownOverrideMinBandRatio"":0.071072,""analyzeIntervalMs"":41}"
69,r012-0031-94c1dc07,12,308,7,2,0,0,113,"{""relativeReattackFactor"":3.431999,""relativeReattackMinDelta"":0.011583,""relativeFluxFactor"":1.437116,""spectralNoveltyRatio"":3.500863,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.514374,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.068116,""analyzeIntervalMs"":41}"
70,r012-0036-079bc54f,12,308,7,2,0,0,113,"{""relativeReattackFactor"":3.481922,""relativeReattackMinDelta"":0.012269,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.232509,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.601971,""cooldownOverrideMinFlux"":0.029366,""cooldownOverrideMinBandRatio"":0.065635,""analyzeIntervalMs"":41}"
71,r012-0039-3e337a09,12,308,7,2,0,0,113,"{""relativeReattackFactor"":3.472692,""relativeReattackMinDelta"":0.011499,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.499506,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.478569,""cooldownOverrideMinFlux"":0.029496,""cooldownOverrideMinBandRatio"":0.067081,""analyzeIntervalMs"":41}"
72,r012-0045-2c7fb2f0,12,308,7,2,0,0,113,"{""relativeReattackFactor"":3.567727,""relativeReattackMinDelta"":0.010002,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.541566,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.791843,""cooldownOverrideMinFlux"":0.029565,""cooldownOverrideMinBandRatio"":0.072964,""analyzeIntervalMs"":41}"
73,r012-0048-d23eaa2e,12,308,7,2,0,0,113,"{""relativeReattackFactor"":3.678445,""relativeReattackMinDelta"":0.010966,""relativeFluxFactor"":1.490212,""spectralNoveltyRatio"":3.156987,""spectralNoveltyMinBins"":59,""cooldownFrames"":5,""cooldownOverrideFactor"":2.684914,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.06854,""analyzeIntervalMs"":41}"
74,r012-0065-388b6d89,12,308,7,2,0,0,112,"{""relativeReattackFactor"":3.594123,""relativeReattackMinDelta"":0.010556,""relativeFluxFactor"":1.645566,""spectralNoveltyRatio"":3.336914,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.743791,""cooldownOverrideMinFlux"":0.029236,""cooldownOverrideMinBandRatio"":0.071047,""analyzeIntervalMs"":41}"
75,r012-0068-3f984f2d,12,308,7,2,0,0,113,"{""relativeReattackFactor"":3.502825,""relativeReattackMinDelta"":0.011055,""relativeFluxFactor"":1.460909,""spectralNoveltyRatio"":3.09421,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.561833,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.070084,""analyzeIntervalMs"":41}"
76,r012-0070-c4ceb4f2,12,308,7,2,0,0,113,"{""relativeReattackFactor"":3.446935,""relativeReattackMinDelta"":0.009211,""relativeFluxFactor"":1.459681,""spectralNoveltyRatio"":3.456682,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.790338,""cooldownOverrideMinFlux"":0.029935,""cooldownOverrideMinBandRatio"":0.069408,""analyzeIntervalMs"":41}"
77,r012-0071-d46e90f9,12,308,7,2,0,0,113,"{""relativeReattackFactor"":3.505529,""relativeReattackMinDelta"":0.011699,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.358451,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.631081,""cooldownOverrideMinFlux"":0.029853,""cooldownOverrideMinBandRatio"":0.067433,""analyzeIntervalMs"":41}"
78,r012-0074-8129243e,12,308,7,2,0,0,113,"{""relativeReattackFactor"":3.537864,""relativeReattackMinDelta"":0.010679,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.598309,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.578234,""cooldownOverrideMinFlux"":0.028783,""cooldownOverrideMinBandRatio"":0.070464,""analyzeIntervalMs"":41}"
79,r012-0078-a5d10022,12,308,7,2,0,0,113,"{""relativeReattackFactor"":3.576951,""relativeReattackMinDelta"":0.012297,""relativeFluxFactor"":1.419163,""spectralNoveltyRatio"":3.100057,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.695978,""cooldownOverrideMinFlux"":0.029104,""cooldownOverrideMinBandRatio"":0.068192,""analyzeIntervalMs"":41}"
80,r012-0080-544fb8bb,12,308,7,2,0,0,113,"{""relativeReattackFactor"":3.498813,""relativeReattackMinDelta"":0.009796,""relativeFluxFactor"":1.431226,""spectralNoveltyRatio"":3.54565,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.701248,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.069896,""analyzeIntervalMs"":41}"
81,r008-0077-2dbe190d,8,302,7,3,0,0,112,"{""relativeReattackFactor"":3.389064,""relativeReattackMinDelta"":0.010661,""relativeFluxFactor"":1.591701,""spectralNoveltyRatio"":3.501851,""spectralNoveltyMinBins"":59,""cooldownFrames"":5,""cooldownOverrideFactor"":2.674534,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.068565,""analyzeIntervalMs"":41}"
82,r009-0034-4506cef5,9,302,7,3,0,0,112,"{""relativeReattackFactor"":3.338036,""relativeReattackMinDelta"":0.010525,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.543498,""spectralNoveltyMinBins"":59,""cooldownFrames"":5,""cooldownOverrideFactor"":2.610521,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.067274,""analyzeIntervalMs"":41}"
83,r011-0034-7a4e20a2,11,302,7,3,0,0,112,"{""relativeReattackFactor"":3.427682,""relativeReattackMinDelta"":0.010999,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.371471,""spectralNoveltyMinBins"":59,""cooldownFrames"":5,""cooldownOverrideFactor"":2.488015,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.070824,""analyzeIntervalMs"":41}"
84,r012-0014-a5e5e22f,12,302,7,3,0,0,112,"{""relativeReattackFactor"":3.444243,""relativeReattackMinDelta"":0.010366,""relativeFluxFactor"":1.439229,""spectralNoveltyRatio"":3.424548,""spectralNoveltyMinBins"":59,""cooldownFrames"":5,""cooldownOverrideFactor"":2.473362,""cooldownOverrideMinFlux"":0.029971,""cooldownOverrideMinBandRatio"":0.069475,""analyzeIntervalMs"":41}"
85,r012-0059-840ed203,12,302,7,3,0,0,112,"{""relativeReattackFactor"":3.364902,""relativeReattackMinDelta"":0.011608,""relativeFluxFactor"":1.411285,""spectralNoveltyRatio"":3.565445,""spectralNoveltyMinBins"":59,""cooldownFrames"":5,""cooldownOverrideFactor"":2.661589,""cooldownOverrideMinFlux"":0.028967,""cooldownOverrideMinBandRatio"":0.069999,""analyzeIntervalMs"":41}"
86,r007-0071-1b77595b,7,289,6,3,0,0,112,"{""relativeReattackFactor"":3.501738,""relativeReattackMinDelta"":0.011532,""relativeFluxFactor"":1.596187,""spectralNoveltyRatio"":3.56368,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.643143,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.070079,""analyzeIntervalMs"":41}"
87,r008-0032-540c9a9f,8,289,6,3,0,0,112,"{""relativeReattackFactor"":3.525843,""relativeReattackMinDelta"":0.010921,""relativeFluxFactor"":1.482581,""spectralNoveltyRatio"":3.727769,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.524246,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.07171,""analyzeIntervalMs"":41}"
88,r008-0042-ff8b8481,8,289,6,3,0,0,112,"{""relativeReattackFactor"":3.527142,""relativeReattackMinDelta"":0.010909,""relativeFluxFactor"":1.548746,""spectralNoveltyRatio"":3.60966,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.747224,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.069271,""analyzeIntervalMs"":41}"
89,r008-0072-fe38e429,8,289,6,3,0,0,112,"{""relativeReattackFactor"":3.468496,""relativeReattackMinDelta"":0.011441,""relativeFluxFactor"":1.579234,""spectralNoveltyRatio"":3.603304,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.585963,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.070852,""analyzeIntervalMs"":41}"
90,r009-0074-4dda56ec,9,289,6,3,0,0,112,"{""relativeReattackFactor"":3.532544,""relativeReattackMinDelta"":0.011497,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.552865,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.507636,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.067589,""analyzeIntervalMs"":41}"
91,r009-0077-85566589,9,289,6,3,0,0,112,"{""relativeReattackFactor"":3.517491,""relativeReattackMinDelta"":0.010607,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.67813,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.600853,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.067035,""analyzeIntervalMs"":41}"
92,r010-0001-558bca4c,10,289,6,3,0,0,112,"{""relativeReattackFactor"":3.544841,""relativeReattackMinDelta"":0.012047,""relativeFluxFactor"":1.42283,""spectralNoveltyRatio"":3.569855,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.466776,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.065956,""analyzeIntervalMs"":41}"
93,r010-0012-fffc7d89,10,289,6,3,0,0,112,"{""relativeReattackFactor"":3.490455,""relativeReattackMinDelta"":0.010428,""relativeFluxFactor"":1.571302,""spectralNoveltyRatio"":3.715581,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.514347,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.065657,""analyzeIntervalMs"":41}"
94,r010-0067-307d066e,10,289,6,3,0,0,112,"{""relativeReattackFactor"":3.470764,""relativeReattackMinDelta"":0.010713,""relativeFluxFactor"":1.441064,""spectralNoveltyRatio"":3.579041,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.638985,""cooldownOverrideMinFlux"":0.02981,""cooldownOverrideMinBandRatio"":0.06998,""analyzeIntervalMs"":41}"
95,r011-0072-87697abb,11,289,6,3,0,0,112,"{""relativeReattackFactor"":3.531413,""relativeReattackMinDelta"":0.01105,""relativeFluxFactor"":1.535056,""spectralNoveltyRatio"":3.560288,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.464388,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.069403,""analyzeIntervalMs"":41}"
96,r012-0032-ded06565,12,289,6,3,0,0,112,"{""relativeReattackFactor"":3.439549,""relativeReattackMinDelta"":0.01185,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.705017,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.503984,""cooldownOverrideMinFlux"":0.02919,""cooldownOverrideMinBandRatio"":0.066248,""analyzeIntervalMs"":41}"
97,r012-0050-062c48d5,12,289,6,3,0,0,112,"{""relativeReattackFactor"":3.463989,""relativeReattackMinDelta"":0.010503,""relativeFluxFactor"":1.435679,""spectralNoveltyRatio"":3.555995,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.639158,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.069127,""analyzeIntervalMs"":41}"
98,r012-0054-0b98b199,12,289,6,3,0,0,112,"{""relativeReattackFactor"":3.541577,""relativeReattackMinDelta"":0.010115,""relativeFluxFactor"":1.509845,""spectralNoveltyRatio"":3.700863,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.628485,""cooldownOverrideMinFlux"":0.02852,""cooldownOverrideMinBandRatio"":0.068659,""analyzeIntervalMs"":41}"
99,r005-0015-0e512e12,5,286,6,2,1,0,114,"{""relativeReattackFactor"":3.457323,""relativeReattackMinDelta"":0.01127,""relativeFluxFactor"":1.462825,""spectralNoveltyRatio"":3.410224,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.519996,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.068712,""analyzeIntervalMs"":41}"
100,r007-0036-1cd82e5d,7,286,6,2,1,0,114,"{""relativeReattackFactor"":3.561409,""relativeReattackMinDelta"":0.01057,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.327879,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.577307,""cooldownOverrideMinFlux"":0.029315,""cooldownOverrideMinBandRatio"":0.068458,""analyzeIntervalMs"":41}"
101,r007-0046-32356117,7,286,6,2,1,0,114,"{""relativeReattackFactor"":3.498363,""relativeReattackMinDelta"":0.011064,""relativeFluxFactor"":1.421016,""spectralNoveltyRatio"":3.222008,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.560468,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.072063,""analyzeIntervalMs"":41}"
102,r007-0056-3f5ee2de,7,286,6,2,1,0,114,"{""relativeReattackFactor"":3.431163,""relativeReattackMinDelta"":0.010357,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.30342,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.363663,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.071722,""analyzeIntervalMs"":41}"
103,r008-0004-1e4e12da,8,286,6,2,1,0,114,"{""relativeReattackFactor"":3.502899,""relativeReattackMinDelta"":0.01007,""relativeFluxFactor"":1.499067,""spectralNoveltyRatio"":3.288325,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.59418,""cooldownOverrideMinFlux"":0.029939,""cooldownOverrideMinBandRatio"":0.07119,""analyzeIntervalMs"":41}"
104,r008-0006-4c361d9a,8,286,6,2,1,0,114,"{""relativeReattackFactor"":3.475212,""relativeReattackMinDelta"":0.010525,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.553405,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.467335,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.063618,""analyzeIntervalMs"":41}"
105,r008-0009-92377c9d,8,286,6,2,1,0,114,"{""relativeReattackFactor"":3.592449,""relativeReattackMinDelta"":0.010893,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.214849,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.707242,""cooldownOverrideMinFlux"":0.02857,""cooldownOverrideMinBandRatio"":0.066978,""analyzeIntervalMs"":41}"
106,r008-0011-d1b7cdd2,8,286,6,2,1,0,114,"{""relativeReattackFactor"":3.471674,""relativeReattackMinDelta"":0.01169,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.24877,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.426665,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.067828,""analyzeIntervalMs"":41}"
107,r008-0014-b701664c,8,286,6,2,1,0,114,"{""relativeReattackFactor"":3.626461,""relativeReattackMinDelta"":0.010605,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.158013,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.441488,""cooldownOverrideMinFlux"":0.028183,""cooldownOverrideMinBandRatio"":0.067044,""analyzeIntervalMs"":41}"
108,r008-0030-477c4ff8,8,286,6,2,1,0,114,"{""relativeReattackFactor"":3.468649,""relativeReattackMinDelta"":0.01037,""relativeFluxFactor"":1.468818,""spectralNoveltyRatio"":3.390992,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.66138,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.069349,""analyzeIntervalMs"":41}"
109,r008-0041-5381c0ae,8,286,6,2,1,0,114,"{""relativeReattackFactor"":3.418986,""relativeReattackMinDelta"":0.011305,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.25216,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.58986,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.064446,""analyzeIntervalMs"":41}"
110,r008-0046-fb581b8c,8,286,6,2,1,0,114,"{""relativeReattackFactor"":3.549403,""relativeReattackMinDelta"":0.010651,""relativeFluxFactor"":1.544907,""spectralNoveltyRatio"":3.407073,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.554209,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.06686,""analyzeIntervalMs"":41}"
111,r008-0048-3fd69a7c,8,286,6,2,1,0,114,"{""relativeReattackFactor"":3.412574,""relativeReattackMinDelta"":0.011379,""relativeFluxFactor"":1.453789,""spectralNoveltyRatio"":3.539889,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.646859,""cooldownOverrideMinFlux"":0.029054,""cooldownOverrideMinBandRatio"":0.066157,""analyzeIntervalMs"":41}"
112,r008-0051-5a49f0ee,8,286,6,2,1,0,114,"{""relativeReattackFactor"":3.502636,""relativeReattackMinDelta"":0.010737,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.521416,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.629104,""cooldownOverrideMinFlux"":0.029826,""cooldownOverrideMinBandRatio"":0.065079,""analyzeIntervalMs"":41}"
113,r008-0066-4efb9ef2,8,286,6,2,1,0,114,"{""relativeReattackFactor"":3.549652,""relativeReattackMinDelta"":0.011006,""relativeFluxFactor"":1.52671,""spectralNoveltyRatio"":3.497259,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.41634,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.065859,""analyzeIntervalMs"":41}"
114,r009-0004-a2babb29,9,286,6,2,1,0,114,"{""relativeReattackFactor"":3.459146,""relativeReattackMinDelta"":0.011607,""relativeFluxFactor"":1.47742,""spectralNoveltyRatio"":3.463257,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.626811,""cooldownOverrideMinFlux"":0.028685,""cooldownOverrideMinBandRatio"":0.070172,""analyzeIntervalMs"":41}"
115,r009-0005-ccc02690,9,286,6,2,1,0,114,"{""relativeReattackFactor"":3.503657,""relativeReattackMinDelta"":0.010311,""relativeFluxFactor"":1.553945,""spectralNoveltyRatio"":3.272249,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.661269,""cooldownOverrideMinFlux"":0.029386,""cooldownOverrideMinBandRatio"":0.072023,""analyzeIntervalMs"":41}"
116,r009-0012-b080c3ae,9,286,6,2,1,0,114,"{""relativeReattackFactor"":3.367758,""relativeReattackMinDelta"":0.011723,""relativeFluxFactor"":1.484541,""spectralNoveltyRatio"":3.545099,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.468503,""cooldownOverrideMinFlux"":0.029228,""cooldownOverrideMinBandRatio"":0.067774,""analyzeIntervalMs"":41}"
117,r009-0045-4223c7c1,9,286,6,2,1,0,114,"{""relativeReattackFactor"":3.566277,""relativeReattackMinDelta"":0.009094,""relativeFluxFactor"":1.556243,""spectralNoveltyRatio"":3.506191,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.783691,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.071149,""analyzeIntervalMs"":41}"
118,r009-0070-c86fbbe8,9,286,6,2,1,0,114,"{""relativeReattackFactor"":3.528337,""relativeReattackMinDelta"":0.009088,""relativeFluxFactor"":1.584222,""spectralNoveltyRatio"":3.414785,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.637015,""cooldownOverrideMinFlux"":0.029649,""cooldownOverrideMinBandRatio"":0.071107,""analyzeIntervalMs"":41}"
119,r009-0079-a49ef0e7,9,286,6,2,1,0,114,"{""relativeReattackFactor"":3.410837,""relativeReattackMinDelta"":0.011699,""relativeFluxFactor"":1.454856,""spectralNoveltyRatio"":3.551967,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.699717,""cooldownOverrideMinFlux"":0.029202,""cooldownOverrideMinBandRatio"":0.069604,""analyzeIntervalMs"":41}"
120,r010-0005-56857fcd,10,286,6,2,1,0,114,"{""relativeReattackFactor"":3.449213,""relativeReattackMinDelta"":0.010197,""relativeFluxFactor"":1.453483,""spectralNoveltyRatio"":3.343773,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.630838,""cooldownOverrideMinFlux"":0.029767,""cooldownOverrideMinBandRatio"":0.07114,""analyzeIntervalMs"":41}"
121,r010-0019-24d57094,10,286,6,2,1,0,114,"{""relativeReattackFactor"":3.413487,""relativeReattackMinDelta"":0.010391,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.413227,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.700401,""cooldownOverrideMinFlux"":0.028552,""cooldownOverrideMinBandRatio"":0.065783,""analyzeIntervalMs"":41}"
122,r010-0030-e5198c50,10,286,6,2,1,0,114,"{""relativeReattackFactor"":3.450208,""relativeReattackMinDelta"":0.00975,""relativeFluxFactor"":1.493634,""spectralNoveltyRatio"":3.218326,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.640954,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.073662,""analyzeIntervalMs"":41}"
